-2.0e0 -2.0e0 6.0e0 6.0e0
-1.9183691e0 -2.0e0 5.3047545e0 5.3047545e0
-1.8367383e0 -2.0e0 4.6862209e0 4.6862209e0
-1.7551074e0 -2.0e0 4.1411107e0 4.1411107e0
-1.6734764e0 -2.0e0 3.6661755e0 3.6661755e0
-1.5918456e0 -2.0e0 3.2581555e0 3.2581555e0
-1.5102147e0 -2.0e0 2.913773e0 2.913773e0
-1.4285837e0 -2.0e0 2.6297766e0 2.6297766e0
-1.3469528e0 -2.0e0 2.402894e0 2.402894e0
-1.265322e0 -2.0e0 2.229863e0 2.229863e0
-1.183691e0 -2.0e0 2.1074248e0 2.1074248e0
-1.1020601e0 -2.0e0 2.0323111e0 2.0323111e0
-1.0204292e0 -2.0e0 2.0012596e0 2.0012596e0
-9.387982e-1 -2.0e0 2.0110077e0 2.0110077e0
-8.571674e-1 -2.0e0 2.0582895e0 2.0582895e0
-7.755363e-1 -2.0e0 2.1398424e0 2.1398424e0
-6.939055e-1 -2.0e0 2.2524023e0 2.2524023e0
-6.122746e-1 -2.0e0 2.3927057e0 2.3927057e0
-5.306438e-1 -2.0e0 2.5574887e0 2.5574887e0
-4.490128e-1 -2.0e0 2.7434882e0 2.7434882e0
-3.673819e-1 -2.0e0 2.9474396e0 2.9474396e0
-2.85751e-1 -2.0e0 3.1660796e0 3.1660796e0
-2.0412e-1 -2.0e0 3.3961447e0 3.3961447e0
-1.224892e-1 -2.0e0 3.6343703e0 3.6343703e0
-4.08583e-2 -2.0e0 3.8774933e0 3.8774933e0
4.07727e-2 -2.0e0 4.1222502e0 4.1222502e0
1.224036e-1 -2.0e0 4.3653767e0 4.3653767e0
2.040344e-1 -2.0e0 4.6036093e0 4.6036093e0
2.856653e-1 -2.0e0 4.8336842e0 4.8336842e0
3.672963e-1 -2.0e0 5.0523383e0 5.0523383e0
4.489272e-1 -2.0e0 5.2563068e0 5.2563068e0
5.30558e-1 -2.0e0 5.4423264e0 5.4423264e0
6.12189e-1 -2.0e0 5.6071338e0 5.6071338e0
6.938199e-1 -2.0e0 5.7474646e0 5.7474646e0
7.754507e-1 -2.0e0 5.8600552e0 5.8600552e0
8.570816e-1 -2.0e0 5.9416422e0 5.9416422e0
9.387126e-1 -2.0e0 5.988962e0 5.988962e0
1.0203435e0 -2.0e0 5.9987505e0 5.9987505e0
1.1019743e0 -2.0e0 5.9677432e0 5.9677432e0
1.1836053e0 -2.0e0 5.892677e0 5.892677e0
1.2652362e0 -2.0e0 5.7702898e0 5.7702898e0
1.346867e0 -2.0e0 5.5973149e0 5.5973149e0
1.4284981e0 -2.0e0 5.3704901e0 5.3704901e0
1.510129e0 -2.0e0 5.086555e0 5.086555e0
1.5917598e0 -2.0e0 4.742237e0 4.742237e0
1.6733907e0 -2.0e0 4.3342847e0 4.3342847e0
1.7550217e0 -2.0e0 3.8594212e0 3.8594212e0
1.8366525e0 -2.0e0 3.3143884e0 3.3143884e0
1.9182834e0 -2.0e0 2.6959329e0 2.6959329e0
1.9999144e0 -2.0e0 2.000769e0 2.000769e0

-2.0e0 -1.9183691e0 5.6801376e0 5.6801376e0
-1.9183691e0 -1.9183691e0 4.9848921e0 4.9848921e0
-1.8367383e0 -1.9183691e0 4.3663585e0 4.3663585e0
-1.7551074e0 -1.9183691e0 3.8212483e0 3.8212483e0
-1.6734764e0 -1.9183691e0 3.3463132e0 3.3463132e0
-1.5918456e0 -1.9183691e0 2.9382932e0 2.9382932e0
-1.5102147e0 -1.9183691e0 2.5939107e0 2.5939107e0
-1.4285837e0 -1.9183691e0 2.3099142e0 2.3099142e0
-1.3469528e0 -1.9183691e0 2.0830316e0 2.0830316e0
-1.265322e0 -1.9183691e0 1.9100006e0 1.9100006e0
-1.183691e0 -1.9183691e0 1.7875624e0 1.7875624e0
-1.1020601e0 -1.9183691e0 1.7124487e0 1.7124487e0
-1.0204292e0 -1.9183691e0 1.6813972e0 1.6813972e0
-9.387982e-1 -1.9183691e0 1.6911453e0 1.6911453e0
-8.571674e-1 -1.9183691e0 1.7384271e0 1.7384271e0
-7.755363e-1 -1.9183691e0 1.81998e0 1.81998e0
-6.939055e-1 -1.9183691e0 1.93254e0 1.93254e0
